County,State,MUAP_Code,MUAP_Service_Area,MUAP_Status,Designation_Date,MUAP_Update_Date,MUAP_Withdrawal_Date,IMU_Score,Population_Type,MUAP_Component_Geo_Name,MUAP_Component_Geo_Type_Code,Pct_Pop_Below_Poverty,Poverty_IMU_Score,Pct_Pop_65_Over,Pop_65_Over_IMU_Score,Infant_Mortality_Rate,Infant_Mortality_IMU_Score,MUAP_Designation_Population,MUAP_Total_Resident_Population,Providers_per_1000,Provider_Ratio_per_1000,Provider_Ratio_IMU_Score,MUA_count
Bexar County,Texas,48029130800,Bexar Service Area,Withdrawn,5/4/94,6/15/20,6/15/20,53.3,Medically Underserved Area,1308,CT,,,,,,,,,,,,1
Bexar County,Texas,48029130500,Bexar Service Area,Withdrawn,5/4/94,6/15/20,6/15/20,53.3,Medically Underserved Area,1305,CT,,,,,,,,,,,,1
Bexar County,Texas,48029130200,Bexar Service Area,Withdrawn,5/4/94,6/15/20,6/15/20,53.3,Medically Underserved Area,1302,CT,,,,,,,,,,,,1
Bexar County,Texas,48029130700,Bexar Service Area,Withdrawn,5/4/94,6/15/20,6/15/20,53.3,Medically Underserved Area,1307,CT,,,,,,,,,,,,1
Harris County,Texas,48201410200,Harris Service Area,Designated,7/3/84,5/4/94,,48.4,Medically Underserved Area,4102,CT,,,,,,,,,,,,1
Harris County,Texas,48201410100,Harris Service Area,Designated,7/3/84,5/4/94,,48.4,Medically Underserved Area,4101,CT,,,,,,,,,,,,1
Harris County,Texas,48201410300,Harris Service Area,Designated,7/3/84,5/4/94,,48.4,Medically Underserved Area,4103,CT,,,,,,,,,,,,1
Harris County,Texas,48201410401,Harris Service Area,Designated,7/3/84,5/4/94,,48.4,Medically Underserved Area,4104.01,CT,,,,,,,,,,,,1
Harris County,Texas,48201410402,Harris Service Area,Designated,7/3/84,5/4/94,,48.4,Medically Underserved Area,4104.02,CT,,,,,,,,,,,,1
Harris County,Texas,48201410500,Harris Service Area,Designated,7/3/84,5/4/94,,48.4,Medically Underserved Area,4105,CT,,,,,,,,,,,,1
Harris County,Texas,48201410600,Harris Service Area,Designated,7/3/84,5/4/94,,48.4,Medically Underserved Area,4106,CT,,,,,,,,,,,,1
Denton County,Texas,48121,North Harris County,Withdrawn,3/30/81,2/11/02,,59.64,Medically Underserved Area,Denton,SCTY,,,,,,,,,,,,1
Denton County,Texas,48121,Poverty Population,Designated,3/19/92,2/3/94,,0.0,Medically Underserved Area,Denton,SCTY,,,,,,,,,,,,1
El Paso County,Texas,48141004104,El Paso Service Area,Withdrawn,7/30/92,8/6/10,8/6/10,54.2,Medically Underserved Area,41.04,CT,,,,,,,,,,,,1
El Paso County,Texas,48141004105,El Paso Service Area,Withdrawn,7/30/92,8/6/10,8/6/10,54.2,Medically Underserved Area,41.05,CT,,,,,,,,,,,,1
El Paso County,Texas,48141004106,El Paso Service Area,Withdrawn,7/30/92,8/6/10,8/6/10,54.2,Medically Underserved Area,41.06,CT,,,,,,,,,,,,1
El Paso County,Texas,48141004202,El Paso Service Area,Withdrawn,7/30/92,8/6/10,8/6/10,54.2,Medically Underserved Area,42.02,CT,,,,,,,,,,,,1
El Paso County,Texas,48141004201,El Paso Service Area,Withdrawn,7/30/92,8/6/10,8/6/10,54.2,Medically Underserved Area,42.01,CT,,,,,,,,,,,,1
El Paso County,Texas,48141003701,El Paso Service Area,Withdrawn,7/30/92,8/6/10,8/6/10,54.2,Medically Underserved Area,37.01,CT,,,,,,,,,,,,1
El Paso County,Texas,48141003501,El Paso Service Area,Withdrawn,7/30/92,8/6/10,8/6/10,54.2,Medically Underserved Area,35.01,CT,,,,,,,,,,,,1
El Paso County,Texas,48141003702,El Paso Service Area,Withdrawn,7/30/92,8/6/10,8/6/10,54.2,Medically Underserved Area,37.02,CT,,,,,,,,,,,,1
El Paso County,Texas,48141003801,El Paso Service Area,Withdrawn,7/30/92,8/6/10,8/6/10,54.2,Medically Underserved Area,38.01,CT,,,,,,,,,,,,1
El Paso County,Texas,48141003804,El Paso Service Area,Withdrawn,7/30/92,8/6/10,8/6/10,54.2,Medically Underserved Area,38.04,CT,,,,,,,,,,,,1
El Paso County,Texas,48141004107,El Paso Service Area,Withdrawn,7/30/92,8/6/10,8/6/10,54.2,Medically Underserved Area,41.07,CT,,,,,,,,,,,,1
El Paso County,Texas,48141004103,El Paso Service Area,Withdrawn,7/30/92,8/6/10,8/6/10,54.2,Medically Underserved Area,41.03,CT,,,,,,,,,,,,1
Gregg County,Texas,48183010700,Pov - West Kilgore Service Area,Designated,3/18/93,2/1/94,,0.0,Medically Underserved Area,107,CT,,,,,,,,,,,,1
Gregg County,Texas,48183010200,Pov - Gladewater Service Area,Designated,3/18/93,2/1/94,,0.0,Medically Underserved Area,102,CT,,,,,,,,,,,,1
Gregg County,Texas,48183001400,Pov - Southeast Longview Service Area,Designated,3/18/93,2/1/94,,0.0,Medically Underserved Area,14,CT,,,,,,,,,,,,1
Gregg County,Texas,48183001300,Pov - Southeast Longview Service Area,Designated,3/18/93,2/1/94,,0.0,Medically Underserved Area,13,CT,,,,,,,,,,,,1
Gregg County,Texas,48183001500,Pov - Southeast Longview Service Area,Designated,3/18/93,2/1/94,,0.0,Medically Underserved Area,15,CT,,,,,,,,,,,,1
Gregg County,Texas,48183001100,Pov - Southeast Longview Service Area,Designated,3/18/93,2/1/94,,0.0,Medically Underserved Area,11,CT,,,,,,,,,,,,1
Gregg County,Texas,48183001200,Pov - Southeast Longview Service Area,Designated,3/18/93,2/1/94,,0.0,Medically Underserved Area,12,CT,,,,,,,,,,,,1
Lubbock County,Texas,48303000607,East Lubbock Service Area,Withdrawn,12/23/92,6/15/20,6/15/20,58.8,Medically Underserved Area,6.07,CT,,,,,,,15379.0,49379.0,,,,1
Lubbock County,Texas,48303000605,East Lubbock Service Area,Withdrawn,12/23/92,6/15/20,6/15/20,58.8,Medically Underserved Area,6.05,CT,,,,,,,15379.0,49379.0,,,,1
Lubbock County,Texas,48303000302,East Lubbock Service Area,Withdrawn,12/23/92,6/15/20,6/15/20,58.8,Medically Underserved Area,3.02,CT,,,,,,,15379.0,49379.0,,,,1
Lubbock County,Texas,48303000201,East Lubbock Service Area,Withdrawn,12/23/92,6/15/20,6/15/20,58.8,Medically Underserved Area,2.01,CT,,,,,,,15379.0,49379.0,,,,1
Lubbock County,Texas,48303000500,East Lubbock Service Area,Withdrawn,12/23/92,6/15/20,6/15/20,58.8,Medically Underserved Area,5,CT,,,,,,,15379.0,49379.0,,,,1
Lubbock County,Texas,48303000202,East Lubbock Service Area,Withdrawn,12/23/92,6/15/20,6/15/20,58.8,Medically Underserved Area,2.02,CT,,,,,,,15379.0,49379.0,,,,1
Lubbock County,Texas,48303000603,East Lubbock Service Area,Withdrawn,12/23/92,6/15/20,6/15/20,58.8,Medically Underserved Area,6.03,CT,,,,,,,15379.0,49379.0,,,,1
Lubbock County,Texas,48303000301,East Lubbock Service Area,Withdrawn,12/23/92,6/15/20,6/15/20,58.8,Medically Underserved Area,3.01,CT,,,,,,,15379.0,49379.0,,,,1
Lubbock County,Texas,48303000700,East Lubbock Service Area,Withdrawn,12/23/92,6/15/20,6/15/20,58.8,Medically Underserved Area,7,CT,,,,,,,15379.0,49379.0,,,,1
Lubbock County,Texas,48303000900,East Lubbock Service Area,Withdrawn,12/23/92,6/15/20,6/15/20,58.8,Medically Underserved Area,9,CT,,,,,,,15379.0,49379.0,,,,1
Lubbock County,Texas,48303001300,East Lubbock Service Area,Withdrawn,12/23/92,6/15/20,6/15/20,58.8,Medically Underserved Area,13,CT,,,,,,,15379.0,49379.0,,,,1
Lubbock County,Texas,48303002400,East Lubbock Service Area,Withdrawn,12/23/92,6/15/20,6/15/20,58.8,Medically Underserved Area,24,CT,,,,,,,15379.0,49379.0,,,,1
Lubbock County,Texas,48303001000,East Lubbock Service Area,Withdrawn,12/23/92,6/15/20,6/15/20,58.8,Medically Underserved Area,10,CT,,,,,,,15379.0,49379.0,,,,1
Lubbock County,Texas,48303001200,East Lubbock Service Area,Withdrawn,12/23/92,6/15/20,6/15/20,58.8,Medically Underserved Area,12,CT,,,,,,,15379.0,49379.0,,,,1
Lubbock County,Texas,48303002500,East Lubbock Service Area,Withdrawn,12/23/92,6/15/20,6/15/20,58.8,Medically Underserved Area,25,CT,,,,,,,15379.0,49379.0,,,,1
Lubbock County,Texas,48303000100,East Lubbock Service Area,Withdrawn,12/23/92,6/15/20,6/15/20,58.8,Medically Underserved Area,1,CT,,,,,,,15379.0,49379.0,,,,1
Jasper County,Texas,48241,Poverty Population,Withdrawn,3/11/93,6/15/20,6/15/20,0.0,Medically Underserved Area,Jasper,SCTY,,,,,,,,,,,,1
Harris County,Texas,48201432902,Pov/Span-Speak/Immig Pop. - SW Houston,Designated,4/30/93,2/1/94,,0.0,MUP Other Population,4329.02,CT,,,,,,,,,,,,1
Harris County,Texas,48201421401,Pov/Span-Speak/Immig Pop. - SW Houston,Designated,4/30/93,2/1/94,,0.0,MUP Other Population,4214.01,CT,,,,,,,,,,,,1
Harris County,Texas,48201421101,Pov/Span-Speak/Immig Pop. - SW Houston,Designated,4/30/93,2/1/94,,0.0,MUP Other Population,4211.01,CT,,,,,,,,,,,,1
Harris County,Texas,48201421600,Pov/Span-Speak/Immig Pop. - SW Houston,Designated,4/30/93,2/1/94,,0.0,MUP Other Population,4216,CT,,,,,,,,,,,,1
Harris County,Texas,48201421102,Pov/Span-Speak/Immig Pop. - SW Houston,Designated,4/30/93,2/1/94,,0.0,MUP Other Population,4211.02,CT,,,,,,,,,,,,1
Harris County,Texas,48201431900,Pov/Span-Speak/Immig Pop. - SW Houston,Designated,4/30/93,2/1/94,,0.0,MUP Other Population,4319,CT,,,,,,,,,,,,1
Harris County,Texas,48201421300,Pov/Span-Speak/Immig Pop. - SW Houston,Designated,4/30/93,2/1/94,,0.0,MUP Other Population,4213,CT,,,,,,,,,,,,1
Harris County,Texas,48201432500,Pov/Span-Speak/Immig Pop. - SW Houston,Designated,4/30/93,2/1/94,,0.0,MUP Other Population,4325,CT,,,,,,,,,,,,1
Harris County,Texas,48201421402,Pov/Span-Speak/Immig Pop. - SW Houston,Designated,4/30/93,2/1/94,,0.0,MUP Other Population,4214.02,CT,,,,,,,,,,,,1
Harris County,Texas,48201432701,Pov/Span-Speak/Immig Pop. - SW Houston,Designated,4/30/93,2/1/94,,0.0,MUP Other Population,4327.01,CT,,,,,,,,,,,,1
Harris County,Texas,48201421403,Pov/Span-Speak/Immig Pop. - SW Houston,Designated,4/30/93,2/1/94,,0.0,MUP Other Population,4214.03,CT,,,,,,,,,,,,1
Harris County,Texas,48201432702,Pov/Span-Speak/Immig Pop. - SW Houston,Designated,4/30/93,2/1/94,,0.0,MUP Other Population,4327.02,CT,,,,,,,,,,,,1
Harris County,Texas,48201421500,Pov/Span-Speak/Immig Pop. - SW Houston,Designated,4/30/93,2/1/94,,0.0,MUP Other Population,4215,CT,,,,,,,,,,,,1
Harris County,Texas,48201432801,Pov/Span-Speak/Immig Pop. - SW Houston,Designated,4/30/93,2/1/94,,0.0,MUP Other Population,4328.01,CT,,,,,,,,,,,,1
Harris County,Texas,48201432802,Pov/Span-Speak/Immig Pop. - SW Houston,Designated,4/30/93,2/1/94,,0.0,MUP Other Population,4328.02,CT,,,,,,,,,,,,1
Harris County,Texas,48201432901,Pov/Span-Speak/Immig Pop. - SW Houston,Designated,4/30/93,2/1/94,,0.0,MUP Other Population,4329.01,CT,,,,,,,,,,,,1
Bexar County,Texas,48029151900,Southern Bexar Service Area,Withdrawn,5/27/93,6/25/19,6/25/19,54.8,Medically Underserved Area,1519,CT,,,,,,,,,,,,1
Bexar County,Texas,48029152201,Southern Bexar Service Area,Withdrawn,5/27/93,6/25/19,6/25/19,54.8,Medically Underserved Area,1522.01,CT,,,,,,,,,,,,1
Bexar County,Texas,48029161901,Southern Bexar Service Area,Withdrawn,5/27/93,6/25/19,6/25/19,54.8,Medically Underserved Area,1619.01,CT,,,,,,,,,,,,1
Bexar County,Texas,48029152202,Southern Bexar Service Area,Withdrawn,5/27/93,6/25/19,6/25/19,54.8,Medically Underserved Area,1522.02,CT,,,,,,,,,,,,1
Bexar County,Texas,48029161902,Southern Bexar Service Area,Withdrawn,5/27/93,6/25/19,6/25/19,54.8,Medically Underserved Area,1619.02,CT,,,,,,,,,,,,1
Bexar County,Texas,48029162003,Southern Bexar Service Area,Withdrawn,5/27/93,6/25/19,6/25/19,54.8,Medically Underserved Area,1620.03,CT,,,,,,,,,,,,1
Bexar County,Texas,48029162004,Southern Bexar Service Area,Withdrawn,5/27/93,6/25/19,6/25/19,54.8,Medically Underserved Area,1620.04,CT,,,,,,,,,,,,1
Bexar County,Texas,48029161802,Southern Bexar Service Area,Withdrawn,5/27/93,6/25/19,6/25/19,54.8,Medically Underserved Area,1618.02,CT,,,,,,,,,,,,1
Bexar County,Texas,48029161801,Southern Bexar Service Area,Withdrawn,5/27/93,6/25/19,6/25/19,54.8,Medically Underserved Area,1618.01,CT,,,,,,,,,,,,1
Bexar County,Texas,48029152000,Southern Bexar Service Area,Withdrawn,5/27/93,6/25/19,6/25/19,54.8,Medically Underserved Area,1520,CT,,,,,,,,,,,,1
Bexar County,Texas,48029152100,Southern Bexar Service Area,Withdrawn,5/27/93,6/25/19,6/25/19,54.8,Medically Underserved Area,1521,CT,,,,,,,,,,,,1
Bexar County,Texas,48029161100,Southern Bexar Service Area,Withdrawn,5/27/93,6/25/19,6/25/19,54.8,Medically Underserved Area,1611,CT,,,,,,,,,,,,1
Bexar County,Texas,48029161200,Southern Bexar Service Area,Withdrawn,5/27/93,6/25/19,6/25/19,54.8,Medically Underserved Area,1612,CT,,,,,,,,,,,,1
Dallas County,Texas,48113009301,Pleasant Grove Service Area,Withdrawn,5/27/93,6/15/20,6/15/20,53.4,Medically Underserved Area,93.01,CT,,,,,,,,,,,,1
Dallas County,Texas,48113009303,Pleasant Grove Service Area,Withdrawn,5/27/93,6/15/20,6/15/20,53.4,Medically Underserved Area,93.03,CT,,,,,,,,,,,,1
Dallas County,Texas,48113008400,Pleasant Grove Service Area,Withdrawn,5/27/93,6/15/20,6/15/20,53.4,Medically Underserved Area,84,CT,,,,,,,,,,,,1
Dallas County,Texas,48113009304,Pleasant Grove Service Area,Withdrawn,5/27/93,6/15/20,6/15/20,53.4,Medically Underserved Area,93.04,CT,,,,,,,,,,,,1
Dallas County,Texas,48113011500,Pleasant Grove Service Area,Withdrawn,5/27/93,6/15/20,6/15/20,53.4,Medically Underserved Area,115,CT,,,,,,,,,,,,1
Dallas County,Texas,48113009105,Pleasant Grove Service Area,Withdrawn,5/27/93,6/15/20,6/15/20,53.4,Medically Underserved Area,91.05,CT,,,,,,,,,,,,1
Nueces County,Texas,48355005601,Nueces Service Area,Withdrawn,9/21/92,7/2/18,7/2/18,50.4,Medically Underserved Area,56.01,CT,,,,,,,,,,,,1
Nueces County,Texas,48355005602,Nueces Service Area,Withdrawn,9/21/92,7/2/18,7/2/18,50.4,Medically Underserved Area,56.02,CT,,,,,,,,,,,,1
Kaufman County,Texas,48257051300,Kemp & Mabank Cities Service Area,Withdrawn,6/29/93,6/15/20,6/15/20,57.1,Medically Underserved Area,513,CT,,,,,,,,,,,,1
Yoakum County,Texas,48501,Yoakum County,Withdrawn,11/1/78,6/15/20,6/15/20,55.6,Medically Underserved Area,Yoakum,SCTY,,,,,,,,,,,,1
Wilson County,Texas,48493,Wilson County,Withdrawn,11/1/78,6/15/20,6/15/20,57.1,Medically Underserved Area,Wilson,SCTY,,,,,,,,,,,,1
Williamson County,Texas,48491,WILLIAMSON SERVICE AREA,Designated,11/1/78,11/1/78,,57.7,Medically Underserved Area,Williamson,SCTY,,,,,,,,,,,,1
Wilbarger County,Texas,48487,Wilbarger County,Withdrawn,11/1/78,6/15/20,6/15/20,53.1,Medically Underserved Area,Wilbarger,SCTY,,,,,,,,,,,,1
Wharton County,Texas,48481,Wharton County,Withdrawn,11/1/78,6/15/20,6/15/20,60.9,Medically Underserved Area,Wharton,SCTY,,,,,,,,,,,,1
Washington County,Texas,48477,Washington County,Withdrawn,11/1/78,6/15/20,6/15/20,54.9,Medically Underserved Area,Washington,SCTY,,,,,,,,,,,,1
Ward County,Texas,48475,Ward Service Area,Withdrawn,11/1/78,6/15/20,6/15/20,50.2,Medically Underserved Area,Ward,SCTY,,,,,,,,,,,,1
Walker County,Texas,48471,Walker County,Withdrawn,11/1/78,6/15/20,6/15/20,52.5,Medically Underserved Area,Walker,SCTY,,,,,,,,,,,,1
Uvalde County,Texas,48463,Uvalde,Designated,12/6/84,7/25/02,,61.7,Medically Underserved Area,Uvalde,SCTY,,,,,,,,,,,,1
Throckmorton County,Texas,48447,Throckmorton Service Area,Withdrawn,11/1/78,6/15/20,6/15/20,43.9,Medically Underserved Area,Throckmorton,SCTY,,,,,,,,,,,,1
Terry County,Texas,48445,Terry Service Area,Withdrawn,11/1/78,6/15/20,6/15/20,45.5,Medically Underserved Area,Terry,SCTY,,,,,,,,,,,,1
Sutton County,Texas,48435,SUTTON SERVICE AREA,Withdrawn,11/1/78,6/15/20,6/15/20,50.5,Medically Underserved Area,Sutton,SCTY,,,,,,,,,,,,1
Sterling County,Texas,48431,Sterling County,Withdrawn,1/18/94,6/15/20,6/15/20,48.9,Medically Underserved Area,Sterling,SCTY,,,,,,,,,,,,1
Smith County,Texas,48423002101,Troup Service Area,Withdrawn,6/30/95,6/15/20,6/15/20,61.5,Medically Underserved Area,21.01,CT,,,,,,,,,,,,1
Smith County,Texas,48423002102,Troup Service Area,Withdrawn,6/30/95,6/15/20,6/15/20,61.5,Medically Underserved Area,21.02,CT,,,,,,,,,,,,1
Schleicher County,Texas,48413,SCHLEICHER SERVICE AREA,Withdrawn,11/1/78,6/15/20,6/15/20,61.1,Medically Underserved Area,Schleicher,SCTY,,,,,,,,,,,,1
Rusk County,Texas,48401,RUSK SERVICE AREA,Designated,11/1/78,11/1/78,,49.6,Medically Underserved Area,Rusk,SCTY,,,,,,,,,,,,1
Reeves County,Texas,48389,Reeves Service Area,Withdrawn,11/1/78,6/15/20,6/15/20,56.5,Medically Underserved Area,Reeves,SCTY,,,,,,,,,,,,1
Rains County,Texas,48379,RAINS SERVICE AREA,Withdrawn,11/1/78,5/25/07,5/25/07,43.8,Medically Underserved Area,Rains,SCTY,,,,,,,,,,,,1
Pecos County,Texas,48371,PECOS SERVICE AREA,Designated,11/1/78,11/1/78,,60.8,Medically Underserved Area,Pecos,SCTY,,,,,,,,,,,,1
Orange County,Texas,48361020700,Med Ind - Vidor Service Area,Withdrawn,9/29/95,6/15/20,6/15/20,0.0,Medically Underserved Area,207,CT,,,,,,,,,,,,1
Orange County,Texas,48361022200,Med Ind - Vidor Service Area,Withdrawn,9/29/95,6/15/20,6/15/20,0.0,Medically Underserved Area,222,CT,,,,,,,,,,,,1
Orange County,Texas,48361021400,Med Ind - Vidor Service Area,Withdrawn,9/29/95,6/15/20,6/15/20,0.0,Medically Underserved Area,214,CT,,,,,,,,,,,,1
Orange County,Texas,48361021501,Med Ind - Vidor Service Area,Withdrawn,9/29/95,6/15/20,6/15/20,0.0,Medically Underserved Area,215.01,CT,,,,,,,,,,,,1
Orange County,Texas,48361021502,Med Ind - Vidor Service Area,Withdrawn,9/29/95,6/15/20,6/15/20,0.0,Medically Underserved Area,215.02,CT,,,,,,,,,,,,1
Orange County,Texas,48361021600,Med Ind - Vidor Service Area,Withdrawn,9/29/95,6/15/20,6/15/20,0.0,Medically Underserved Area,216,CT,,,,,,,,,,,,1
Orange County,Texas,48361021700,Med Ind - Vidor Service Area,Withdrawn,9/29/95,6/15/20,6/15/20,0.0,Medically Underserved Area,217,CT,,,,,,,,,,,,1
Orange County,Texas,48361021800,Med Ind - Vidor Service Area,Withdrawn,9/29/95,6/15/20,6/15/20,0.0,Medically Underserved Area,218,CT,,,,,,,,,,,,1
Orange County,Texas,48361021900,Med Ind - Vidor Service Area,Withdrawn,9/29/95,6/15/20,6/15/20,0.0,Medically Underserved Area,219,CT,,,,,,,,,,,,1
Orange County,Texas,48361022000,Med Ind - Vidor Service Area,Withdrawn,9/29/95,6/15/20,6/15/20,0.0,Medically Underserved Area,220,CT,,,,,,,,,,,,1
Ochiltree County,Texas,48357,OCHILTREE SERVICE AREA,Withdrawn,11/1/78,6/15/20,6/15/20,60.0,Medically Underserved Area,Ochiltree,SCTY,,,,,,,,,,,,1
Nolan County,Texas,48353,Nolan Service Area,Withdrawn,11/1/78,6/15/20,6/15/20,50.5,Medically Underserved Area,Nolan,SCTY,,,,,,,,,,,,1
Childress County,Texas,48075,Childress Service Area,Withdrawn,11/1/78,6/15/20,6/15/20,60.5,Medically Underserved Area,Childress,SCTY,,,,,,,,,,,,1
Nacogdoches County,Texas,48347,NACOGDOCHES SERVICE AREA,Designated,3/31/88,3/31/88,,0.0,Medically Underserved Area,Nacogdoches,SCTY,,,,,,,,,,,,1
Mitchell County,Texas,48335,Mitchell Service Area,Withdrawn,11/1/78,6/15/20,6/15/20,52.3,Medically Underserved Area,Mitchell,SCTY,,,,,,,,,,,,1
Menard County,Texas,48327,Menard County,Withdrawn,11/1/78,6/15/20,6/15/20,19.2,Medically Underserved Area,Menard,SCTY,,,,,,,,,,,,1
Medina County,Texas,48325,Medina County,Withdrawn,11/1/78,6/15/20,6/15/20,52.5,Medically Underserved Area,Medina,SCTY,,,,,,,,,,,,1
Matagorda County,Texas,48321,MATAGORDA SERVICE AREA,Designated,11/1/78,11/1/78,,54.9,Medically Underserved Area,Matagorda,SCTY,,,,,,,,,,,,1
Liberty County,Texas,48291,Liberty County,Withdrawn,11/1/78,6/15/20,6/15/20,52.5,Medically Underserved Area,Liberty,SCTY,,,,,,,,,,,,1
Richland County,South Carolina,45079003100,Sw Richland,Designated,6/11/02,6/11/02,,51.6,Medically Underserved Area,31,CT,,,,,,,,,,,,1
Richland County,South Carolina,45079001600,Sw Richland,Designated,6/11/02,6/11/02,,51.6,Medically Underserved Area,16,CT,,,,,,,,,,,,1
Richland County,South Carolina,45079002800,Sw Richland,Designated,6/11/02,6/11/02,,51.6,Medically Underserved Area,28,CT,,,,,,,,,,,,1
Richland County,South Carolina,45079002900,Sw Richland,Designated,6/11/02,6/11/02,,51.6,Medically Underserved Area,29,CT,,,,,,,,,,,,1
Richland County,South Carolina,45079003000,Sw Richland,Designated,6/11/02,6/11/02,,51.6,Medically Underserved Area,30,CT,,,,,,,,,,,,1
Richland County,South Carolina,45079001000,Sw Richland,Designated,6/11/02,6/11/02,,51.6,Medically Underserved Area,10,CT,,,,,,,,,,,,1
Richland County,South Carolina,45079001300,Sw Richland,Designated,6/11/02,6/11/02,,51.6,Medically Underserved Area,13,CT,,,,,,,,,,,,1
Charleston County,South Carolina,45019004608,Charleston Service Area,Designated,5/12/94,5/12/94,,55.65,Medically Underserved Area,46.08,CT,,,,,,,,,,,,1
Charleston County,South Carolina,45019004609,Charleston Service Area,Designated,5/12/94,5/12/94,,55.65,Medically Underserved Area,46.09,CT,,,,,,,,,,,,1
Charleston County,South Carolina,45019005000,Charleston Service Area,Designated,5/12/94,5/12/94,,55.65,Medically Underserved Area,50,CT,,,,,,,,,,,,1
Charleston County,South Carolina,45019002103,Charleston Service Area,Designated,5/12/94,5/12/94,,55.6,Medically Underserved Area,21.03,CT,,,,,,,,,,,,1
Charleston County,South Carolina,45019002300,Charleston Service Area,Designated,5/12/94,5/12/94,,55.6,Medically Underserved Area,23,CT,,,,,,,,,,,,1
Charleston County,South Carolina,45019002104,Charleston Service Area,Designated,5/12/94,5/12/94,,55.6,Medically Underserved Area,21.04,CT,,,,,,,,,,,,1
Charleston County,South Carolina,45019002105,Charleston Service Area,Designated,5/12/94,5/12/94,,55.6,Medically Underserved Area,21.05,CT,,,,,,,,,,,,1
Charleston County,South Carolina,45019002400,Charleston Service Area,Designated,5/12/94,5/12/94,,55.6,Medically Underserved Area,24,CT,,,,,,,,,,,,1
Charleston County,South Carolina,45019002200,Charleston Service Area,Designated,5/12/94,5/12/94,,55.6,Medically Underserved Area,22,CT,,,,,,,,,,,,1
Charleston County,South Carolina,45019002502,Charleston Service Area,Designated,5/12/94,5/12/94,,55.6,Medically Underserved Area,25.02,CT,,,,,,,,,,,,1
Kershaw County,South Carolina,4505592288,Bethune Division Service Area,Designated,5/12/94,5/12/94,,50.1,Medically Underserved Area,Mount Pisgah,CSD,,,,,,,,,,,,1
Kershaw County,South Carolina,4505590247,Bethune Division Service Area,Designated,5/12/94,5/12/94,,50.1,Medically Underserved Area,Bethune,CSD,,,,,,,,,,,,1
Anderson County,South Carolina,4500790221,Belton Division Service Area,Designated,5/12/94,5/12/94,,61.3,Medically Underserved Area,Belton,CSD,,,,,,,,,,,,1
Anderson County,South Carolina,4500793224,Belton Division Service Area,Designated,5/12/94,5/12/94,,61.3,Medically Underserved Area,Starr,CSD,,,,,,,,,,,,1
Anderson County,South Carolina,4500793412,Belton Division Service Area,Designated,5/12/94,5/12/94,,61.3,Medically Underserved Area,Townville,CSD,,,,,,,,,,,,1
Spartanburg County,South Carolina,45083022500,Spartanburg Service Area,Designated,5/4/94,5/4/94,,52.2,Medically Underserved Area,225,CT,,,,,,,,,,,,1
Spartanburg County,South Carolina,45083022700,Spartanburg Service Area,Designated,5/4/94,5/4/94,,52.2,Medically Underserved Area,227,CT,,,,,,,,,,,,1
Spartanburg County,South Carolina,45083022600,Spartanburg Service Area,Designated,5/4/94,5/4/94,,52.2,Medically Underserved Area,226,CT,,,,,,,,,,,,1
Greenville County,South Carolina,45045002402,Greenville Service Area,Designated,4/6/90,5/4/94,,61.1,Medically Underserved Area,24.02,CT,,,,,,,,,,,,1
Greenville County,South Carolina,45045002403,Greenville Service Area,Designated,4/6/90,5/4/94,,61.1,Medically Underserved Area,24.03,CT,,,,,,,,,,,,1
Greenville County,South Carolina,45045002404,Greenville Service Area,Designated,4/6/90,5/4/94,,61.1,Medically Underserved Area,24.04,CT,,,,,,,,,,,,1
Greenville County,South Carolina,45045004001,Greenville Service Area,Designated,4/6/90,5/4/94,,61.1,Medically Underserved Area,40.01,CT,,,,,,,,,,,,1
Greenville County,South Carolina,45045004002,Greenville Service Area,Designated,4/6/90,5/4/94,,61.1,Medically Underserved Area,40.02,CT,,,,,,,,,,,,1
Greenville County,South Carolina,45045004101,Greenville Service Area,Designated,4/6/90,5/4/94,,61.1,Medically Underserved Area,41.01,CT,,,,,,,,,,,,1
Greenville County,South Carolina,45045004102,Greenville Service Area,Designated,4/6/90,5/4/94,,61.1,Medically Underserved Area,41.02,CT,,,,,,,,,,,,1
Charleston County,South Carolina,45019005500,Charleston Service Area,Designated,6/27/79,5/4/94,,60.3,Medically Underserved Area,55,CT,,,,,,,,,,,,1
Charleston County,South Carolina,45019003300,Charleston Service Area,Designated,6/27/79,5/4/94,,60.3,Medically Underserved Area,33,CT,,,,,,,,,,,,1
Charleston County,South Carolina,45019003700,Charleston Service Area,Designated,6/27/79,5/4/94,,60.3,Medically Underserved Area,37,CT,,,,,,,,,,,,1
Charleston County,South Carolina,45019004300,Charleston Service Area,Designated,6/27/79,5/4/94,,60.3,Medically Underserved Area,43,CT,,,,,,,,,,,,1
Charleston County,South Carolina,45019005400,Charleston Service Area,Designated,1/8/82,5/4/94,,55.7,Medically Underserved Area,54,CT,,,,,,,,,,,,1
Charleston County,South Carolina,45019001000,Charleston Service Area,Designated,1/8/82,5/4/94,,55.7,Medically Underserved Area,10,CT,,,,,,,,,,,,1
Charleston County,South Carolina,45019001100,Charleston Service Area,Designated,1/8/82,5/4/94,,55.7,Medically Underserved Area,11,CT,,,,,,,,,,,,1
